,scientific_name,distance_ft,juglandacae,resistance
111,Rosmarinus officinalis,865.9655070027331,Carya,0
112,Rosmarinus officinalis,906.5397202376596,Juglans,0
2896,Capsicum,670.4987631805874,Juglans,0
2897,Capsicum,889.8921051924945,Carya,0
2898,Eriobotrya japonica,551.2197970890446,Juglans,0
2899,Eriobotrya japonica,949.0264326018321,Carya,0
2900,Eriobotrya japonica,1.7094743785187605,Juglans,1
2901,Eriobotrya japonica,380.5112598142706,Carya,0
2902,Eriobotrya japonica,866.2643945401354,Juglans,0
2903,Eriobotrya japonica,786.8886113191019,Carya,0
2904,Eriobotrya japonica,772.4777097669281,Juglans,0
2905,Eriobotrya japonica,930.7760101656255,Carya,0
2906,Eriobotrya japonica,943.1991102758042,Juglans,0
2907,Eriobotrya japonica,86.68827904122945,Carya,0
2908,Eriobotrya japonica,971.1397629486083,Juglans,0
2909,Eriobotrya japonica,435.35723311950636,Carya,0
2910,Eriobotrya japonica,95.90580722195374,Juglans,0
2911,Eriobotrya japonica,423.5786597087754,Carya,0
2912,Eriobotrya japonica,530.6092641975329,Juglans,0
2913,Eriobotrya japonica,200.07422726128266,Carya,0
2914,Eriobotrya japonica,876.1229568591668,Juglans,0
2915,Eriobotrya japonica,782.5393680197928,Carya,0
2916,Eriobotrya japonica,537.3002245661845,Juglans,0
2917,Eriobotrya japonica,238.91868247461034,Carya,0
2918,Eriobotrya japonica,475.0367400072094,Juglans,0
2919,Eriobotrya japonica,551.5050939012219,Carya,0
2920,Eriobotrya japonica,487.0638468915073,Juglans,0
2921,Eriobotrya japonica,610.9322023189909,Carya,0
2922,Eriobotrya japonica,191.37720166428863,Juglans,0
2923,Eriobotrya japonica,966.3071804032671,Carya,0
2924,Eriobotrya japonica,500.4271052272845,Juglans,0
2925,Eriobotrya japonica,954.8167969469623,Carya,0
2926,Eriobotrya japonica,675.3520239655351,Juglans,0
2927,Eriobotrya japonica,410.4568952964115,Carya,0
2928,Eriobotrya japonica,795.3824481185994,Juglans,0
2929,Eriobotrya japonica,52.14198727313679,Carya,0
2930,Eriobotrya japonica,933.8105075718131,Juglans,0
2931,Eriobotrya japonica,529.9634514883846,Carya,0
2932,Eriobotrya japonica,14.78723907891566,Juglans,1
2933,Eriobotrya japonica,589.6643460311718,Carya,0
2934,Eriobotrya japonica,230.83699930645852,Juglans,0
2935,Eriobotrya japonica,445.4905884104975,Carya,0
2936,Eriobotrya japonica,866.1252897665655,Juglans,0
2937,Eriobotrya japonica,308.3832265160592,Carya,0
2938,Eriobotrya japonica,875.6511589622024,Juglans,0
2939,Eriobotrya japonica,65.53429605054039,Carya,0
2940,Eriobotrya japonica,964.4693668971624,Juglans,0
2941,Eriobotrya japonica,433.7965253688165,Carya,0
2942,Eriobotrya japonica,123.70799048750713,Juglans,0
2943,Eriobotrya japonica,39.73432652137188,Carya,1
2944,Eriobotrya japonica,918.0679918123888,Juglans,0
2945,Eriobotrya japonica,965.3028439730922,Carya,0
2946,Eriobotrya japonica,859.5094229779075,Juglans,0
2947,Eriobotrya japonica,683.8070033645871,Carya,0
2948,Eriobotrya japonica,207.0896112377485,Juglans,0
2949,Eriobotrya japonica,871.6662963810863,Carya,0
2950,Morus,255.63855321000116,Juglans,0
2951,Morus,928.271272820126,Carya,0
2952,Morus,679.5939099810108,Juglans,0
2953,Morus,293.44958625951955,Carya,0
2954,Morus,324.23379292762525,Juglans,0
2955,Morus,915.2518339714333,Carya,0
2956,Morus,84.87421299601816,Juglans,0
2957,Morus,937.8846843123757,Carya,0
2958,Morus,810.7211841615222,Juglans,0
2959,Morus,635.8945244946102,Carya,0
2960,Morus,730.148822916555,Juglans,0
2961,Morus,632.5946371003901,Carya,0
2962,Morus,732.8902610551121,Juglans,0
2963,Morus,136.37362440427893,Carya,0
2964,Morus,19.6942433015721,Juglans,1
2965,Morus,933.0746984325706,Carya,0
2966,Morus,442.46199906946117,Juglans,0
2967,Morus,906.6419579921202,Carya,0
2968,Morus,716.3128667001088,Juglans,0
2969,Morus,152.52502565121162,Carya,0
2970,Morus,251.11883058598085,Juglans,0
2971,Morus,554.927193021877,Carya,0
2972,Morus,949.7808504860183,Juglans,0
2973,Morus,115.34465545399387,Carya,0
2974,Morus,869.1789293418815,Juglans,0
2975,Morus,965.9586074899851,Carya,0
2976,Morus,877.0475202240273,Juglans,0
2977,Morus,820.5838810465607,Carya,0
2978,Morus,32.469245043561415,Juglans,1
2979,Morus,992.7411881199403,Carya,0
2980,Morus,25.64653415105489,Juglans,1
2981,Diospyros,880.5845632114439,Carya,0
2982,Diospyros,503.1790393925073,Juglans,0
2983,Diospyros,682.417437016858,Carya,0
2984,Phyllostachys aurea,263.3590773843189,Juglans,0
2985,Punica granatum,976.3582944038707,Carya,0
2986,Punica granatum,488.92304995280944,Juglans,0
2987,Punica granatum,239.94423321078685,Carya,0
2988,Punica granatum,83.27866188431332,Juglans,0
2989,Punica granatum,466.8993332648532,Carya,0
2990,Punica granatum,884.8318629511709,Juglans,0
2991,Punica granatum,917.5766618759732,Carya,0
2992,Punica granatum,302.6104753106806,Juglans,0
2993,Punica granatum,733.2861985088562,Carya,0
2994,Punica granatum,47.84179784413589,Juglans,1
2995,Punica granatum,176.86329757767427,Carya,0
2996,Punica granatum,717.8746123782682,Juglans,0
2997,Punica granatum,861.8737675158376,Carya,0
2998,Punica granatum,903.6269086319603,Juglans,0
2999,Punica granatum,547.9193846959306,Carya,0
3000,Punica granatum,877.6357730286611,Juglans,0
3001,Punica granatum,136.51017483014894,Carya,0
3002,Punica granatum,516.8047824808721,Juglans,0
3003,Punica granatum,799.3149086023086,Carya,0
3004,Punica granatum,917.6670125796251,Juglans,0
3005,Punica granatum,374.18634349602286,Carya,0
3006,Punica granatum,279.0561751776627,Juglans,0
3007,Punica granatum,633.8683362602635,Carya,0
3008,Punica granatum,36.74328377383418,Juglans,1
3009,Punica granatum,207.3018952270671,Carya,0
3010,Punica granatum,677.585252004426,Juglans,0
3011,Punica granatum,760.6658497295435,Carya,0
3012,Punica granatum,344.3144299297343,Juglans,0
3013,Punica granatum,889.3140819947948,Carya,0
3014,Punica granatum,440.91848834529634,Juglans,0
3015,Punica granatum,967.0400479084514,Carya,0
3016,Prunus,117.74435204175815,Juglans,0
3017,Rosa,138.5972962360602,Carya,0
3018,Ficus,665.4076234398942,Juglans,0
3019,Ficus,71.86793172299232,Carya,0
3020,Ficus,942.3184796321597,Juglans,0
3021,Ficus,32.62065216299892,Carya,1
3022,Ficus,280.47270966733475,Juglans,0
3023,Ficus,763.4368291531055,Carya,0
3024,Ficus,560.7357493019836,Juglans,0
3025,Ficus,741.6633327225118,Carya,0
3026,Ficus,644.0757767479737,Juglans,0
3027,Mahonia trifoliolata,960.5023325659273,Carya,0
3028,Mahonia trifoliolata,690.6485288787358,Juglans,0
3029,Mahonia trifoliolata,16.998681342309972,Carya,1
3030,Mahonia trifoliolata,147.668855000074,Juglans,0
3031,Mahonia trifoliolata,601.2277532561621,Carya,0
3032,Mahonia trifoliolata,622.1366979178916,Juglans,0
3033,Solanum melongena,353.2299292889097,Carya,0
3034,Pyrus,306.2541767827346,Juglans,0
3035,Pyrus,884.9071521834692,Carya,0
3036,Pyrus,886.4459891523644,Juglans,0
3037,Morus alba,948.8859146688093,Carya,0
3038,Morus alba,661.3274024944994,Juglans,0
3039,Morus alba,531.4894856083663,Carya,0
3040,Morus alba,934.9810492804305,Juglans,0
3041,Morus alba,144.0119743442153,Carya,0
3042,Morus alba,535.4051580235016,Juglans,0
3043,Morus alba,64.25039327670434,Carya,0
3044,Morus alba,796.0973158831188,Juglans,0
3045,Morus alba,179.77380580687662,Carya,0
3046,Morus alba,587.1730242897742,Juglans,0
3047,Morus alba,931.7153019422148,Carya,0
3048,Morus alba,950.0762440417756,Juglans,0
3049,Morus alba,860.3442513187431,Carya,0
3050,Morus alba,626.8076539220307,Juglans,0
3051,Morus alba,135.21423559563883,Carya,0
3052,Morus alba,60.64031961104976,Juglans,0
3053,Morus alba,332.21438398041926,Carya,0
3054,Morus alba,569.8104991826227,Juglans,0
3055,Morus alba,996.0198939473391,Carya,0
3056,Morus alba,478.13076986807056,Juglans,0
3057,Morus alba,187.23409607683806,Carya,0
3058,Morus alba,33.87965759427824,Juglans,1
3059,Morus alba,780.2943547280056,Carya,0
3060,Morus alba,305.95583155371907,Juglans,0
3061,Morus alba,834.8419372979903,Carya,0
3062,Morus alba,757.0084488619704,Juglans,0
3063,Morus alba,365.5038158560148,Carya,0
3064,Morus alba,255.25628947961198,Juglans,0
3065,Morus alba,505.6318091859361,Carya,0
3066,Morus alba,624.466135097675,Juglans,0
3067,Morus alba,647.9884360497238,Carya,0
3068,Morus alba,490.53311158400015,Juglans,0
3069,Morus alba,879.8734423009683,Carya,0
3070,Morus alba,393.5676765919379,Juglans,0
3071,Morus alba,815.7987325217703,Carya,0
3072,Morus alba,412.97099895272936,Juglans,0
3073,Morus alba,123.82841527065224,Carya,0
3074,Morus alba,517.0002112845059,Juglans,0
3075,Morus alba,316.2721265758269,Carya,0
3076,Morus alba,254.69677180956674,Juglans,0
3077,Morus alba,122.11621611173207,Carya,0
3078,Morus alba,93.44741528485744,Juglans,0
3079,Morus alba,38.931428502078425,Carya,1
3080,Morus alba,997.5102348524572,Juglans,0
3081,Morus alba,885.0577523132307,Carya,0
3082,Morus alba,549.498754353277,Juglans,0
3083,Morus alba,485.3911722273014,Carya,0
3084,Morus alba,120.89112097154964,Juglans,0
3085,Morus alba,408.9986213621714,Carya,0
3086,Morus alba,50.74366445259304,Juglans,0
3087,Morus alba,597.111135434293,Carya,0
3088,Morus alba,690.655692298516,Juglans,0
3089,Morus alba,683.768090645228,Carya,0
3090,Morus alba,146.81512485465953,Juglans,0
3091,Morus alba,828.6109848995796,Carya,0
3092,Morus alba,184.25100016100438,Juglans,0
3093,Morus alba,829.5559646830958,Carya,0
3094,Morus alba,768.4126910632514,Juglans,0
3095,Morus alba,436.8457662781123,Carya,0
3096,Morus alba,840.0289149105917,Juglans,0
3097,Morus alba,980.3660347071975,Carya,0
3098,Morus alba,751.5597254380496,Juglans,0
3099,Morus alba,998.8688444849688,Carya,0
3100,Morus alba,383.37797945695695,Juglans,0
3101,Morus alba,913.5201618848516,Carya,0
3102,Morus alba,319.68691697622586,Juglans,0
3103,Morus alba,528.4752019738052,Carya,0
3104,Morus alba,455.2112888989922,Juglans,0
3105,Morus alba,225.9310282017256,Carya,0
3106,Morus alba,120.30673330868503,Juglans,0
3107,Morus alba,321.41750590888705,Carya,0
3108,Morus alba,444.15049967279964,Juglans,0
3109,Morus alba,553.95072888541,Carya,0
3110,Morus alba,460.283370328737,Juglans,0
3111,Morus alba,316.27483206464746,Carya,0
3112,Morus alba,676.9005178483927,Juglans,0
3113,Morus alba,119.83515680544265,Carya,0
3114,Morus alba,663.9664127340344,Juglans,0
3115,Morus alba,305.19621856319515,Carya,0
3116,Morus alba,415.9934766224808,Juglans,0
3117,Morus alba,896.1974028378794,Carya,0
3118,Morus alba,580.3069881013807,Juglans,0
3119,Morus alba,527.0826478262073,Carya,0
3120,Morus alba,516.5015583621631,Juglans,0
3121,Morus alba,120.80922787840298,Carya,0
3122,Morus alba,35.817295504822155,Juglans,1
3123,Morus alba,642.2222897600454,Carya,0
3124,Morus alba,539.9628434689073,Juglans,0
3125,Morus alba,100.62465071366611,Carya,0
3126,Morus alba,290.25612911210055,Juglans,0
3127,Morus alba,110.81889400142263,Carya,0
3128,Morus alba,448.9176105968807,Juglans,0
3129,Morus alba,407.35618078169466,Carya,0
3130,Morus alba,334.90196973155986,Juglans,0
3131,Morus alba,574.5596089956151,Carya,0
3132,Morus alba,307.6847917730695,Juglans,0
3133,Morus alba,106.17132711200806,Carya,0
3134,Morus alba,860.9085857321235,Juglans,0
3135,Morus alba,695.2027430771523,Carya,0
3136,Morus alba,920.0753412283747,Juglans,0
3137,Morus alba,242.13461709407903,Carya,0
3138,Morus alba,404.5259159825613,Juglans,0
3139,Corypha umbraculifera,782.9860362173793,Carya,0
3140,Cercis canadensis,392.63009757011605,Juglans,0
3141,Cercis canadensis,376.57366942841884,Carya,0
3142,Cercis canadensis,716.2382218810093,Juglans,0
3143,Cercis canadensis,285.71835567494685,Carya,0
3144,Cercis canadensis,367.0991332386472,Juglans,0
3145,Cercis canadensis,968.9767940069237,Carya,0
3146,Cercis canadensis,368.18245126872637,Juglans,0
3147,Cercis canadensis,22.454940450211346,Carya,1
3148,Cercis canadensis,784.6261874395705,Juglans,0
3149,Cercis canadensis,206.80300990278212,Carya,0
3150,Cercis canadensis,137.69433961813203,Juglans,0
3151,Cercis canadensis,614.8691661463383,Carya,0
3152,Cercis canadensis,796.4399027396522,Juglans,0
3153,Cercis canadensis,298.00284802468434,Carya,0
3154,Cercis canadensis,292.44214685675354,Juglans,0
3155,Cercis canadensis,145.17487549586195,Carya,0
3156,Cercis canadensis,711.3597414095641,Juglans,0
3157,Cercis canadensis,17.042088816625387,Carya,1
3158,Cercis canadensis,544.7018900165666,Juglans,0
3159,Cercis canadensis,98.2201205778045,Carya,0
3160,Cercis canadensis,811.9886127096777,Juglans,0
3161,Cercis canadensis,430.59824750699585,Carya,0
3162,Cercis canadensis,212.82021787440274,Juglans,0
3163,Cercis canadensis,530.1735526100085,Carya,0
3164,Cercis canadensis,577.6454589853303,Juglans,0
3165,Cercis canadensis,168.11992017467503,Carya,0
3166,Cercis canadensis,853.1670829982827,Juglans,0
3167,Cercis canadensis,309.321015681999,Carya,0
3168,Cercis canadensis,265.876300546245,Juglans,0
3169,Cercis canadensis,709.7256447081068,Carya,0
3170,Cercis canadensis,343.2031609318047,Juglans,0
3171,Cercis canadensis,989.2218465436969,Carya,0
3172,Cercis canadensis,699.1956775555042,Juglans,0
3173,Cercis canadensis,862.259124195783,Carya,0
3174,Cercis canadensis,276.22752621603576,Juglans,0
3175,Cercis canadensis,639.325778099041,Carya,0
3176,Cercis canadensis,401.8386941546357,Juglans,0
3177,Cercis canadensis,388.99478195447233,Carya,0
3178,Cercis canadensis,310.65381728522925,Juglans,0
3179,Cercis canadensis,414.55232171651136,Carya,0
3180,Cercis canadensis,603.21048443414,Juglans,0
3181,Cercis canadensis,331.32368376505974,Carya,0
3182,Cercis canadensis,564.5998613249527,Juglans,0
3183,Cercis canadensis,285.83939674210535,Carya,0
3184,Cercis canadensis,483.23318910313617,Juglans,0
3185,Cercis canadensis,317.5497043554624,Carya,0
3186,Cercis canadensis,971.362288504728,Juglans,0
3187,Cercis canadensis,733.1424317804644,Carya,0
3188,Cercis canadensis,63.267058494168246,Juglans,0
3189,Cercis canadensis,645.820897325819,Carya,0
3190,Cercis canadensis,126.57880311579228,Juglans,0
3191,Cercis canadensis,594.426775045222,Carya,0
3192,Cercis canadensis,579.3641249485895,Juglans,0
3193,Cercis canadensis,0.051843776709192824,Carya,1
3194,Cercis canadensis,147.05044453917682,Juglans,0
3195,Cercis canadensis,551.5981805443598,Carya,0
3196,Cercis canadensis,666.9457566873037,Juglans,0
3197,Cercis canadensis,740.6781221304359,Carya,0
3198,Cercis canadensis,707.4531486611301,Juglans,0
3199,Cercis canadensis,662.1843686912553,Carya,0
3200,Cercis canadensis,805.5025352295371,Juglans,0
3201,Cercis canadensis,169.59546710064177,Carya,0
3202,Cercis canadensis,267.6752326090622,Juglans,0
3203,Cercis canadensis,681.2805382665641,Carya,0
3204,Cercis canadensis,213.89129597012712,Juglans,0
3205,Cercis canadensis,908.9076987762031,Carya,0
3206,Cercis canadensis,940.1285305140756,Juglans,0
3207,Cercis canadensis,378.08522771427954,Carya,0
3208,Cercis canadensis,526.2572149068789,Juglans,0
3209,Cercis canadensis,298.3646053870076,Carya,0
3210,Cercis canadensis,335.8381764830326,Juglans,0
3211,Cercis canadensis,36.26928155610676,Carya,1
3212,Cercis canadensis,138.3360879909866,Juglans,0
3213,Cercis canadensis,639.1150253868474,Carya,0
3214,Cercis canadensis,580.8721378069405,Juglans,0
3215,Cercis canadensis,816.0010291378012,Carya,0
3216,Cercis canadensis,185.40095884521634,Juglans,0
3217,Cercis canadensis,482.82750997104864,Carya,0
3218,Cercis canadensis,383.86325576094606,Juglans,0
3219,Cercis canadensis,640.7650178313982,Carya,0
3220,Cercis canadensis,126.38554159605143,Juglans,0
3221,Cercis canadensis,251.70809125783856,Carya,0
3222,Cercis canadensis,583.8683235695272,Juglans,0
3223,Cercis canadensis,115.21007736330479,Carya,0
3224,Cercis canadensis,260.43029306989774,Juglans,0
3225,Cercis canadensis,868.7891362227783,Carya,0
3226,Cercis canadensis,304.87103098096793,Juglans,0
3227,Cercis canadensis,228.36290364541,Carya,0
3228,Cercis canadensis,165.63030069243368,Juglans,0
3229,Cercis canadensis,598.9135084465854,Carya,0
3230,Cercis canadensis,339.38794320206136,Juglans,0
3231,Cercis canadensis,217.34463659402925,Carya,0
3232,Cercis canadensis,362.2913117783395,Juglans,0
3233,Cercis canadensis,250.6527239078743,Carya,0
3234,Cercis canadensis,980.5937898794297,Juglans,0
3235,Cercis canadensis,956.3647607986034,Carya,0
3236,Cercis canadensis,670.2891924531964,Juglans,0
3237,Cercis canadensis,74.79604022960918,Carya,0
3238,Cercis canadensis,772.3958852758444,Juglans,0
3239,Cercis canadensis,573.8504989922927,Carya,0
3240,Cercis canadensis,615.3796630742088,Juglans,0
3241,Cercis canadensis,215.82403534387228,Carya,0
3242,Cercis canadensis,250.41139686906143,Juglans,0
3243,Cercis canadensis,75.20112915113397,Carya,0
3244,Cercis canadensis,637.7730611432339,Juglans,0
3245,Cercis canadensis,457.63490517727655,Carya,0
3246,Cercis canadensis,792.8928564653404,Juglans,0
3247,Cercis canadensis,341.58698971187806,Carya,0
3248,Cercis canadensis,539.3586663042638,Juglans,0
3249,Cercis canadensis,569.7611276225933,Carya,0
3250,Cercis canadensis,751.5447705264368,Juglans,0
3251,Cercis canadensis,976.0033231256372,Carya,0
3252,Cercis canadensis,908.8117039576736,Juglans,0
3253,Cercis canadensis,353.64767689440293,Carya,0
3254,Cercis canadensis,67.28509898236923,Juglans,0
3255,Cercis canadensis,477.5795356271623,Carya,0
3256,Cercis canadensis,295.8636809227865,Juglans,0
3257,Cercis canadensis,243.29241974461402,Carya,0
3258,Cercis canadensis,105.89109360366899,Juglans,0
3259,Cercis canadensis,524.6980405901508,Carya,0
3260,Cercis canadensis,727.8151263100721,Juglans,0
3261,Cercis canadensis,204.80928709312573,Carya,0
3262,Cercis canadensis,742.8121317142605,Juglans,0
3263,Cercis canadensis,570.3452670653699,Carya,0
3264,Cercis canadensis,257.51964372105607,Juglans,0
3265,Cercis canadensis,55.90362712733188,Carya,0
3266,Cercis canadensis,468.17082249212064,Juglans,0
3267,Cercis canadensis,567.7256537256075,Carya,0
3268,Cercis canadensis,56.874139980108374,Juglans,0
3269,Cercis canadensis,499.8810063186115,Carya,0
3270,Cercis canadensis,455.34223140049954,Juglans,0
3271,Cercis canadensis,892.0071103234284,Carya,0
3272,Cercis canadensis,290.06887754892495,Juglans,0
3273,Cercis canadensis,929.1453338315599,Carya,0
3274,Cercis canadensis,495.0880565252613,Juglans,0
3275,Cercis canadensis,195.29283801015075,Carya,0
3276,Cercis canadensis,587.0067366104588,Juglans,0
3277,Cercis canadensis,144.95078417224428,Carya,0
3278,Cercis canadensis,881.2920257342313,Juglans,0
3279,Cercis canadensis,68.24401599465236,Carya,0
3280,Cercis canadensis,506.4257209782803,Juglans,0
3281,Cercis canadensis,144.20517138488364,Carya,0
3282,Cercis canadensis,689.2498794178055,Juglans,0
3283,Cercis canadensis,607.3329104041835,Carya,0
3284,Cercis canadensis,535.497640541358,Juglans,0
3285,Cercis canadensis,244.36769115273793,Carya,0
3286,Cercis canadensis,135.4635322131653,Juglans,0
3287,Cercis canadensis,236.89778729211764,Carya,0
3288,Cercis canadensis,7.315519459261566,Juglans,1
3289,Cercis canadensis,327.24454727561925,Carya,0
3290,Cercis canadensis,983.4039743711745,Juglans,0
3291,Cercis canadensis,483.18012240106265,Carya,0
3292,Cercis canadensis,331.9171631951968,Juglans,0
3293,Cercis canadensis,523.2457367325561,Carya,0
3294,Cercis canadensis,468.29108109450976,Juglans,0
3295,Cercis canadensis,779.6623410876832,Carya,0
3296,Cercis canadensis,488.959795818935,Juglans,0
3297,Cercis canadensis,749.290234395189,Carya,0
3298,Cercis canadensis,410.5352150030778,Juglans,0
3299,Cercis canadensis,938.5442706384612,Carya,0
3300,Cercis canadensis,808.9027510904116,Juglans,0
3301,Cercis canadensis,452.68248956086853,Carya,0
3302,Cercis canadensis,522.0326294343027,Juglans,0
3303,Cercis canadensis,975.9460206688005,Carya,0
3304,Cercis canadensis,340.0904312522747,Juglans,0
3305,Cercis canadensis,746.0707361681049,Carya,0
3306,Cercis canadensis,790.9752392770376,Juglans,0
3307,Cercis canadensis,74.91662710677794,Carya,0
3308,Cercis canadensis,886.6489021188459,Juglans,0
3309,Cercis canadensis,537.1740758084813,Carya,0
3310,Cercis canadensis,189.34958896341413,Juglans,0
3311,Cercis canadensis,447.95747916235285,Carya,0
3312,Cercis canadensis,969.7256649283465,Juglans,0
3313,Cercis canadensis,16.791930184924418,Carya,1
3314,Cercis canadensis,788.1973657854409,Juglans,0
3315,Cercis canadensis,330.01868627402763,Carya,0
3316,Cercis canadensis,493.9618559149094,Juglans,0
3317,Cercis canadensis,15.082631113782274,Carya,1
3318,Cercis canadensis,184.05092341117347,Juglans,0
3319,Cercis canadensis,353.27913672605837,Carya,0
3320,Cercis canadensis,196.998782814112,Juglans,0
3321,Cercis canadensis,320.60536801434745,Carya,0
3322,Cercis canadensis,296.14234348249533,Juglans,0
3323,Cercis canadensis,962.2850541830588,Carya,0
3324,Cercis canadensis,670.7997201122962,Juglans,0
3325,Cercis canadensis,974.9922165831489,Carya,0
3326,Cercis canadensis,110.10298104157013,Juglans,0
3327,Cercis canadensis,293.1421621916937,Carya,0
3328,Cercis canadensis,374.94786593188036,Juglans,0
3329,Cercis canadensis,58.33788461997869,Carya,0
3330,Cercis canadensis,620.0630118861387,Juglans,0
3331,Cercis canadensis,960.2173650424841,Carya,0
3332,Cercis canadensis,896.8412043229464,Juglans,0
3333,Cercis canadensis,578.7327124739282,Carya,0
3334,Cercis canadensis,359.08176897563317,Juglans,0
3335,Cercis canadensis,546.5167265257139,Carya,0
3336,Cercis canadensis,946.4945363102188,Juglans,0
3337,Cercis canadensis,583.8495143855397,Carya,0
